Age,Gender,State,Education,EmploymentType,MaritalStatus,FilingStatus,Dependents,AnnualIncome,BusinessIncome,CapitalGains,MortgageInterest,CharitableDonations,RetirementContrib,HealthInsurancePremium,StandardDeduction,DeductionsTotal,TaxableIncome,TaxLiability,EffectiveTaxRate,HasMortgage,AuditFlag
46,Female,NY,HighSchool,Salaried,Single,Single,3,62571.99,2768.7,5165.7,514.75,1229.68,5225.84,4788.4,13850.0,13850.0,52156.39,4381.91,0.0621,1,0
60,Female,WA,HighSchool,SelfEmployed,Married,MarriedJoint,4,50071.0,27641.18,3116.17,2451.14,1074.54,3155.17,3475.32,27700.0,27700.0,47128.35,2475.74,0.0306,1,0
41,Male,WA,HighSchool,Salaried,Single,Single,2,59629.11,4384.32,958.67,313.32,391.98,3121.69,5500.28,13850.0,13850.0,48122.1,4294.36,0.0661,1,1
52,Female,CA,PhD,Salaried,Married,MarriedSeparate,3,72034.54,3428.4,2312.05,1677.22,69.15,2964.61,5134.47,13850.0,13850.0,59424.99,5381.0,0.0692,1,1
51,Female,CA,Bachelors,Salaried,Married,MarriedJoint,3,121823.69,1984.42,8193.02,6486.71,183.64,4713.21,6140.65,27700.0,27700.0,99801.14,14952.27,0.1133,1,0
33,Male,IL,Masters,Contractor,Divorced,Single,3,65310.81,32661.62,2211.72,1108.46,1717.87,1155.87,6027.23,13850.0,13850.0,81834.15,10911.01,0.1089,1,1
62,Male,GA,Bachelors,SelfEmployed,Single,HeadOfHousehold,3,69571.03,45784.86,4902.53,568.92,1296.09,2765.55,5152.09,20800.0,20800.0,94958.42,13798.35,0.1147,1,1
49,Male,OH,Bachelors,Salaried,Single,HeadOfHousehold,2,50803.67,3735.38,7457.11,1259.26,447.66,2176.02,4298.54,20800.0,20800.0,38196.17,2163.54,0.0349,1,0
44,Male,TX,Masters,Salaried,Single,Single,3,120499.62,4047.93,11312.6,1500.11,379.09,6809.36,6316.57,13850.0,13850.0,117510.15,19202.44,0.1413,1,1
58,Female,OH,HighSchool,Salaried,Single,Single,4,59859.11,5477.66,10277.48,1616.18,275.47,1817.73,5100.75,13850.0,13850.0,55764.24,4375.63,0.0579,1,0
53,Male,CA,Bachelors,Salaried,Single,Single,3,63148.77,5911.96,2051.05,1340.65,240.33,4362.02,7486.77,13850.0,13850.0,52761.78,3915.09,0.0551,1,0
50,Female,TX,Masters,Contractor,Single,Single,2,109196.05,3068.78,6155.92,6865.22,1929.13,4884.57,5788.04,13850.0,13850.0,101570.75,16176.98,0.1366,1,1
23,Female,NY,Masters,Salaried,Married,MarriedJoint,3,73799.13,6563.89,4056.85,1761.64,91.91,5345.38,4606.54,27700.0,27700.0,52219.86,3795.87,0.045,1,0
46,Male,NC,Bachelors,Salaried,Married,MarriedJoint,3,59253.81,1321.25,1731.3,2653.25,361.13,4820.77,6798.92,27700.0,27700.0,30106.36,392.76,0.0063,1,0
43,Female,NC,Masters,Unemployed,Single,Single,2,15531.46,3970.54,2879.03,107.78,30.18,791.83,5745.81,13850.0,13850.0,5531.03,0.0,0.0,1,0
41,Male,CA,Bachelors,Salaried,Married,MarriedJoint,4,72477.27,4861.32,2465.18,1929.14,834.35,4169.53,7251.84,27700.0,27700.0,46103.77,1650.33,0.0207,1,1
50,Male,TX,HighSchool,Salaried,Single,Single,2,56808.06,2932.91,5952.87,591.96,1736.16,1911.76,5383.49,13850.0,13850.0,48843.84,4453.14,0.0678,1,0
33,Male,TX,HighSchool,Salaried,Married,MarriedJoint,2,47955.49,1215.79,1661.01,3268.9,321.55,2512.51,4352.28,27700.0,27700.0,20132.29,595.87,0.0117,1,0
52,Male,OH,Bachelors,Salaried,Single,Single,2,84850.26,6008.59,7147.98,1729.44,2057.0,4235.54,4788.85,13850.0,13850.0,81156.82,11562.0,0.118,1,1
40,Male,CA,HighSchool,Salaried,Single,Single,2,39574.08,880.18,4894.13,60.82,462.06,1656.46,4912.25,13850.0,13850.0,28498.39,1599.81,0.0353,1,0
49,Female,MI,HighSchool,Unemployed,Single,Single,2,9460.14,1597.85,681.93,227.22,125.25,744.23,5215.63,13850.0,13850.0,0.0,0.0,0.0,1,1
23,Female,GA,HighSchool,Salaried,Single,Single,1,54903.12,3001.0,526.89,841.12,1440.1,4255.9,5748.66,13850.0,13850.0,43081.0,4149.72,0.071,1,0
44,Female,NC,Masters,Salaried,Married,MarriedJoint,5,87275.17,2172.49,4764.05,2011.71,483.87,6978.43,7477.29,27700.0,27700.0,59011.71,3690.08,0.0392,1,1
18,Male,NY,Masters,Salaried,Single,Single,2,53463.07,2288.37,2703.67,677.89,77.93,4362.14,5737.01,13850.0,13850.0,41605.12,2572.61,0.044,1,1
57,Other,OH,Masters,Salaried,Divorced,Single,3,106042.79,6507.04,2226.83,3794.73,1351.1,2137.85,5511.9,13850.0,13850.0,96426.65,14142.4,0.1232,1,0
44,Male,NY,Bachelors,SelfEmployed,Single,Single,2,65745.25,16862.52,3053.16,417.16,160.86,3701.05,4571.96,13850.0,13850.0,68810.93,8245.9,0.0963,1,1
37,Female,IL,Masters,Salaried,Single,HeadOfHousehold,1,36509.31,8441.72,465.46,910.54,170.77,1506.17,5183.89,20800.0,20800.0,23116.49,1153.98,0.0254,1,1
47,Female,CA,Bachelors,Unemployed,Married,MarriedJoint,4,10868.38,2010.88,674.94,210.68,124.53,553.88,4850.65,27700.0,27700.0,0.0,0.0,0.0,1,1
40,Female,TX,Bachelors,Salaried,Single,Single,2,53783.41,7558.99,2995.63,295.36,995.19,1996.8,5446.14,13850.0,13850.0,47488.03,3554.87,0.0553,1,1
27,Male,CA,Bachelors,SelfEmployed,Married,MarriedJoint,2,59944.21,39408.58,2537.27,503.31,16.47,2676.03,5852.0,27700.0,27700.0,71190.07,9369.31,0.092,1,1
38,Female,OH,HighSchool,SelfEmployed,Married,MarriedSeparate,3,72292.98,23013.16,4576.1,1090.79,916.27,5812.97,6687.89,13850.0,13850.0,81532.24,10844.59,0.1086,1,0
35,Female,MI,Bachelors,Salaried,Divorced,Single,1,76089.23,959.75,3112.67,822.75,40.66,5701.62,4332.69,13850.0,13850.0,64811.65,8166.06,0.1019,1,1
31,Male,AZ,Bachelors,Contractor,Married,MarriedJoint,2,65825.61,12226.88,2489.72,3846.81,603.42,5521.19,5528.21,27700.0,27700.0,49842.21,4072.79,0.0506,1,0
34,Female,GA,PhD,Salaried,Married,MarriedJoint,2,66218.03,508.82,843.33,4907.14,169.96,4895.38,4195.65,27700.0,27700.0,36870.18,2004.42,0.0297,1,0
37,Male,WA,HighSchool,SelfEmployed,Married,MarriedJoint,2,46523.9,15038.62,674.19,1303.51,302.4,3559.72,5515.45,27700.0,27700.0,31536.71,1964.4,0.0316,1,0
52,Female,FL,HighSchool,Salaried,Single,HeadOfHousehold,4,59471.87,2299.55,1157.21,141.73,270.1,4724.64,6489.7,20800.0,20800.0,36128.64,915.44,0.0145,1,0
54,Female,MI,Bachelors,SelfEmployed,Single,Single,4,112402.27,8588.49,3857.28,2089.2,714.23,4671.23,6440.79,13850.0,13850.0,104998.03,15399.53,0.1233,1,0
47,Female,TX,HighSchool,Salaried,Married,MarriedJoint,3,59109.19,4496.4,9166.78,440.7,105.47,3282.79,6783.34,27700.0,27700.0,40572.37,2248.68,0.0309,1,0
57,Male,OH,PhD,SelfEmployed,Married,MarriedJoint,6,108547.22,69391.59,3526.45,7238.77,746.43,6375.05,7500.53,27700.0,27700.0,144765.27,23343.66,0.1286,1,0
60,Male,FL,Bachelors,Contractor,Single,Single,4,71024.21,55967.47,2376.37,844.92,605.92,3868.74,6897.92,13850.0,13850.0,109518.05,16484.33,0.1274,1,1
71,Female,GA,Bachelors,SelfEmployed,Married,MarriedJoint,5,44009.45,8337.98,3635.78,2478.88,507.52,4457.3,6825.0,27700.0,27700.0,20783.2,0.0,0.0,1,0
29,Male,OH,Bachelors,Contractor,Single,Single,2,77725.52,11463.98,1822.05,1059.25,747.5,2654.85,5742.75,13850.0,13850.0,74161.55,10023.04,0.1101,1,1
51,Female,MI,Bachelors,Retired,Married,MarriedSeparate,3,27217.3,3086.67,1953.11,709.56,281.14,1553.14,5594.72,13850.0,13850.0,13907.09,0.0,0.0,1,1
50,Male,TX,HighSchool,Salaried,Single,Single,2,63624.21,10722.7,2815.6,1332.28,76.61,3974.39,6497.89,13850.0,13850.0,60312.52,6976.25,0.0904,1,1
45,Female,WA,Bachelors,SelfEmployed,Married,MarriedJoint,3,39855.75,20540.02,212.73,1380.94,705.21,1768.34,5737.24,27700.0,27700.0,28408.5,189.02,0.0031,1,1
34,Male,NY,HighSchool,Contractor,Married,MarriedJoint,2,59771.19,40504.92,3580.93,2200.35,835.66,2029.45,4790.09,27700.0,27700.0,73157.03,9802.05,0.0944,1,1
51,Male,CA,Bachelors,Salaried,Single,Single,2,73841.1,2733.59,354.34,800.99,868.26,3401.91,4845.59,13850.0,13850.0,60079.03,6324.89,0.0822,1,0
63,Male,FL,Masters,Salaried,Single,Single,3,84641.82,155.53,7265.21,1627.93,267.45,9296.73,5812.41,13850.0,13850.0,73712.57,9124.27,0.0991,1,0
60,Male,CA,HighSchool,Salaried,Single,HeadOfHousehold,3,101891.69,1885.82,7299.08,355.83,66.84,3614.28,5708.98,20800.0,20800.0,85776.59,11778.35,0.106,1,0
59,Male,GA,Bachelors,Contractor,Married,MarriedJoint,4,77665.69,6871.48,2856.23,3646.17,208.96,3249.05,7155.28,27700.0,27700.0,53693.39,3320.05,0.038,1,1
43,Male,TX,Bachelors,Retired,Divorced,Single,3,56516.36,3984.16,1869.56,355.46,890.31,2486.83,7385.79,13850.0,13850.0,44020.09,2062.41,0.0331,1,0
18,Male,NC,Bachelors,Contractor,Married,MarriedJoint,1,38824.83,9655.86,1127.67,1137.97,12.76,2007.87,3719.77,27700.0,27700.0,20408.36,829.0,0.0167,1,0
42,Male,WA,Bachelors,Salaried,Divorced,Single,3,39648.51,3763.51,1854.89,196.62,809.6,1329.33,5970.59,13850.0,13850.0,26916.91,10.03,0.0002,1,0
35,Female,OH,Bachelors,SelfEmployed,Married,MarriedSeparate,2,61605.01,3708.97,374.4,1365.65,948.58,2882.1,5627.88,13850.0,13850.0,48838.37,3851.94,0.0586,1,1
69,Female,GA,Bachelors,Salaried,Single,Single,4,103139.43,14457.69,4674.51,1069.95,587.75,5971.08,7179.67,13850.0,13850.0,102421.62,14781.19,0.1209,1,0
43,Female,IL,Bachelors,Retired,Single,Single,2,18567.07,3398.93,708.92,484.62,52.02,960.48,6017.21,13850.0,13850.0,5824.92,0.0,0.0,1,0
38,Male,CA,HighSchool,Unemployed,Married,MarriedJoint,4,11726.24,4705.08,372.49,215.9,208.78,818.13,7031.3,27700.0,27700.0,0.0,0.0,0.0,1,1
42,Male,IL,Bachelors,Salaried,Single,Single,3,44223.36,1004.64,1204.35,628.3,296.31,3794.76,5433.63,13850.0,13850.0,28082.35,149.88,0.0032,1,0
48,Male,IL,Masters,Salaried,Married,MarriedJoint,3,117694.56,1876.82,4084.78,5370.42,473.88,3474.46,6777.29,27700.0,27700.0,91456.16,13027.86,0.1054,1,0
41,Female,FL,Bachelors,Unemployed,Married,MarriedJoint,2,25156.56,1820.58,1617.33,303.81,246.79,934.73,3951.53,27700.0,27700.0,0.0,0.0,0.0,1,1
41,Female,GA,PhD,Contractor,Single,Single,2,72322.98,22530.59,4734.68,32.38,1542.08,3409.96,5144.34,13850.0,13850.0,82738.24,11909.91,0.1196,1,0
54,Male,PA,HighSchool,Retired,Single,Single,3,12730.37,8708.28,331.3,100.91,29.89,727.72,5608.79,13850.0,13850.0,3419.95,0.0,0.0,1,0
21,Male,WA,Bachelors,Salaried,Divorced,Single,0,46496.98,6709.32,768.65,112.95,262.94,3164.1,3784.24,13850.0,13850.0,40124.94,3994.99,0.074,1,0
49,Male,NC,Bachelors,Salaried,Married,MarriedJoint,3,65438.11,4763.4,2650.77,849.41,366.78,1591.97,6413.33,27700.0,27700.0,40652.28,1658.27,0.0228,1,1
36,Male,NC,Bachelors,Salaried,Single,Single,1,29899.28,4762.92,468.04,1287.62,245.46,1512.39,4379.27,13850.0,13850.0,19780.24,753.63,0.0215,1,0
55,Female,WA,PhD,Salaried,Single,HeadOfHousehold,4,120533.11,4687.86,5515.09,5168.32,3104.39,9156.29,7810.05,20800.0,20800.0,103936.05,15144.65,0.1158,1,0
40,Male,IL,Bachelors,Contractor,Single,HeadOfHousehold,2,115031.39,29436.9,2756.69,4470.99,551.07,6062.47,5437.89,20800.0,20800.0,123424.98,21422.0,0.1455,1,1
33,Male,AZ,Bachelors,Salaried,Married,MarriedJoint,2,80513.59,3375.16,5085.82,1871.85,662.66,7670.68,5671.74,27700.0,27700.0,58274.57,5927.91,0.0666,1,1
44,Male,IL,Bachelors,SelfEmployed,Widowed,Single,5,90096.91,18253.17,5063.73,620.6,501.98,4720.87,7730.9,13850.0,13850.0,92063.8,11561.54,0.1019,1,1
34,Male,NY,Bachelors,Contractor,Single,Single,2,99027.76,71888.91,3896.15,2935.5,227.07,6225.21,3910.01,13850.0,13850.0,157962.82,29711.08,0.17,1,0
59,Male,MI,Masters,Salaried,Married,MarriedJoint,4,72114.93,2162.79,10265.28,1274.8,84.22,2228.6,5482.92,27700.0,27700.0,50843.01,2692.96,0.0319,1,0
46,Male,MI,Masters,Salaried,Single,HeadOfHousehold,2,49688.77,3604.46,2178.8,663.41,1053.46,3905.9,6907.78,20800.0,20800.0,31672.03,1380.64,0.0249,1,1
29,Male,IL,HighSchool,SelfEmployed,Married,MarriedJoint,2,69353.91,7051.73,2165.66,1385.92,797.89,6415.58,5601.59,27700.0,27700.0,47871.31,4239.19,0.054,1,1
34,Male,GA,Masters,Salaried,Married,MarriedJoint,2,83430.17,4234.73,2684.01,2701.22,413.74,3946.37,5312.51,27700.0,27700.0,59648.91,6230.26,0.069,1,1
40,Female,WA,Bachelors,Salaried,Single,HeadOfHousehold,2,43616.39,3224.37,46.52,1074.49,251.4,3245.44,6472.36,20800.0,20800.0,23087.29,350.47,0.0075,1,1
40,Female,CA,Bachelors,SelfEmployed,Married,MarriedJoint,3,72461.43,5838.44,964.14,3336.13,1426.27,6628.48,7020.92,27700.0,27700.0,47064.01,2661.58,0.0336,1,1
44,Male,MI,HighSchool,Salaried,Divorced,Single,3,56209.86,3428.99,677.43,2483.51,722.66,3561.03,5580.3,13850.0,13850.0,41966.28,2415.95,0.0401,1,0
24,Female,FL,Masters,SelfEmployed,Married,MarriedJoint,2,138838.09,22268.86,4474.03,5900.37,1340.83,9544.09,5868.79,27700.0,27700.0,134880.98,24171.43,0.146,1,1
64,Male,AZ,Bachelors,Contractor,Married,MarriedJoint,5,63028.1,24228.72,3226.34,3386.77,817.78,5502.79,6891.68,27700.0,27700.0,55283.15,2869.79,0.0317,1,1
35,Female,TX,HighSchool,Salaried,Single,HeadOfHousehold,1,59029.3,2522.1,58.54,1176.28,139.67,2299.47,4256.35,20800.0,20800.0,39309.94,3697.19,0.06,1,1
31,Female,GA,HighSchool,Salaried,Single,Single,1,25610.6,1260.21,1159.19,363.73,90.31,972.49,4511.78,13850.0,13850.0,12680.0,501.6,0.0179,1,0
29,Male,NC,Bachelors,Salaried,Single,HeadOfHousehold,1,59985.73,4899.62,3290.04,647.96,467.53,4607.33,3202.35,20800.0,20800.0,45875.39,4000.09,0.0587,1,1
29,Male,TX,Masters,SelfEmployed,Single,Single,2,66497.17,31058.06,1414.4,109.1,308.73,4034.62,4335.15,13850.0,13850.0,82119.63,11773.82,0.119,1,0
50,Female,WA,Bachelors,Salaried,Single,Single,2,46231.05,5038.09,517.54,272.81,317.69,2291.78,5030.64,13850.0,13850.0,34936.68,1772.4,0.0342,1,0
36,Male,FL,Masters,Salaried,Married,MarriedJoint,2,48727.1,3530.89,970.1,800.56,458.65,2365.3,5388.97,27700.0,27700.0,22528.09,283.37,0.0053,1,1
24,Male,CA,Bachelors,SelfEmployed,Single,Single,0,117624.79,43894.35,3917.71,3669.62,1874.3,4954.84,5236.65,13850.0,13850.0,151586.86,29780.85,0.18,1,0
35,Female,GA,Bachelors,Salaried,Married,MarriedJoint,2,51608.75,1446.57,1590.45,467.29,885.93,1457.82,4135.87,27700.0,27700.0,23945.77,453.49,0.0083,1,0
45,Male,CA,Bachelors,Salaried,Divorced,Single,3,40228.99,3669.37,4003.89,554.13,116.64,2132.95,6976.74,13850.0,13850.0,29552.25,326.27,0.0068,1,0
50,Female,AZ,HighSchool,Contractor,Single,HeadOfHousehold,3,48911.84,25984.22,4037.43,292.42,1491.57,4414.33,6057.45,20800.0,20800.0,53633.49,4706.87,0.0596,1,1
25,Female,PA,HighSchool,Salaried,Single,HeadOfHousehold,3,81793.69,4156.68,604.38,919.15,235.9,4643.68,6411.22,20800.0,20800.0,61254.75,6383.54,0.0738,1,0
18,Female,WA,Bachelors,Contractor,Married,MarriedJoint,2,28127.05,3635.91,716.95,992.05,231.44,1427.65,3347.66,27700.0,27700.0,1779.92,0.0,0.0,1,1
27,Female,GA,HighSchool,Salaried,Divorced,HeadOfHousehold,0,43219.6,10457.23,2410.85,591.94,575.78,2425.13,4245.04,20800.0,20800.0,35287.68,4014.52,0.0716,1,0
64,Female,AZ,HighSchool,Salaried,Single,HeadOfHousehold,4,168997.49,15797.06,13534.09,1067.57,701.4,13567.01,7836.67,20800.0,20800.0,171528.64,31366.87,0.1582,1,1
18,Female,PA,HighSchool,Salaried,Single,Single,0,22822.41,2494.07,852.71,122.89,89.4,1803.56,4026.91,13850.0,13850.0,12319.19,1258.3,0.0481,1,0
27,Other,NY,HighSchool,SelfEmployed,Married,MarriedJoint,2,60587.92,51971.31,3103.19,1780.2,1819.47,2374.38,5145.54,27700.0,27700.0,84962.42,12399.23,0.1072,1,1
43,Female,CA,HighSchool,SelfEmployed,Single,Single,2,65042.63,13614.77,1110.7,330.07,518.07,3938.37,6108.15,13850.0,13850.0,62918.1,7549.48,0.0946,1,1
70,Female,NY,Bachelors,Contractor,Single,HeadOfHousehold,4,152211.8,17830.69,4441.23,810.07,222.65,9278.98,5605.86,20800.0,20800.0,147683.72,25644.09,0.147,1,1
35,Female,WA,Masters,Salaried,Single,HeadOfHousehold,1,71302.77,8568.01,1319.75,258.02,192.65,5394.84,4298.29,20800.0,20800.0,58890.53,6863.42,0.0845,1,1
45,Female,AZ,Bachelors,Contractor,Married,MarriedSeparate,5,85249.75,16948.72,7857.75,4722.71,120.54,5471.7,6973.31,13850.0,13850.0,88706.22,10822.87,0.0983,1,0
56,Male,CA,Bachelors,Salaried,Single,Single,3,66141.06,7321.2,3168.71,1130.96,304.31,6165.61,5576.63,13850.0,13850.0,58280.97,5129.31,0.0669,1,1
29,Female,NY,HighSchool,SelfEmployed,Married,MarriedJoint,2,45107.75,51756.14,1592.03,1556.63,14.73,838.0,4659.49,27700.0,27700.0,67755.92,8613.8,0.0875,1,0
61,Male,TX,HighSchool,Salaried,Married,MarriedSeparate,5,73779.19,1738.43,8525.31,7425.79,632.47,3923.41,5659.43,13850.0,13850.0,62692.93,5099.94,0.0607,1,1
30,Male,PA,Masters,Salaried,Divorced,Single,2,51154.9,3544.75,388.38,975.26,158.97,2868.83,6623.71,13850.0,13850.0,38238.04,2168.56,0.0394,1,0
50,Male,IL,Bachelors,Salaried,Single,Single,3,58961.65,898.49,2326.83,1108.73,460.6,3679.29,5294.11,13850.0,13850.0,43836.97,2040.44,0.0328,1,1
73,Female,AZ,Masters,Salaried,Married,MarriedJoint,6,52417.39,2395.72,2746.75,790.22,1465.09,2615.63,7502.61,27700.0,27700.0,20859.86,0.0,0.0,1,0
33,Female,FL,Bachelors,Salaried,Married,MarriedJoint,3,29437.68,9538.68,700.5,1141.76,709.95,1992.16,6697.06,27700.0,27700.0,7476.85,0.0,0.0,1,0
40,Male,OH,Bachelors,Salaried,Married,MarriedJoint,3,40471.12,7248.57,840.78,2621.95,28.04,1533.79,4640.04,27700.0,27700.0,16360.47,0.0,0.0,1,1
36,Male,MI,Bachelors,Retired,Divorced,Single,1,26509.72,3369.19,1418.53,550.66,94.58,1878.98,4801.24,13850.0,13850.0,15947.44,293.69,0.0094,1,0
40,Male,CA,HighSchool,Contractor,Single,Single,2,95447.96,15073.05,6265.97,3150.5,2213.23,5423.72,5827.88,13850.0,13850.0,99936.98,15784.87,0.1352,1,1
35,Male,MI,Masters,Retired,Married,MarriedJoint,2,34271.63,139.95,1330.61,481.34,251.63,1697.96,5881.27,27700.0,27700.0,5042.18,0.0,0.0,1,1
50,Male,NC,Bachelors,Salaried,Married,MarriedSeparate,4,75671.35,923.84,3598.72,1532.4,372.01,5794.69,8714.07,13850.0,13850.0,60343.91,4783.16,0.0596,1,1
42,Female,WA,Bachelors,Salaried,Single,HeadOfHousehold,2,53094.78,1673.89,1756.04,781.21,28.14,1213.58,6040.13,20800.0,20800.0,32724.71,1506.97,0.0267,1,0
45,Male,AZ,HighSchool,Salaried,Single,Single,2,21833.87,5091.73,352.45,201.74,129.27,1380.52,5387.78,13850.0,13850.0,10428.05,0.0,0.0,1,1
40,Male,OH,Bachelors,SelfEmployed,Single,HeadOfHousehold,2,102726.21,17167.77,3935.76,6651.59,2670.6,3115.36,5049.23,20800.0,20800.0,100029.74,15807.14,0.1277,1,1
40,Male,NC,Masters,Retired,Married,MarriedJoint,2,74193.93,1080.67,1489.86,2866.82,1447.23,4652.48,4842.62,27700.0,27700.0,46064.45,3241.68,0.0422,1,0
42,Female,AZ,Bachelors,Salaried,Single,Single,3,49680.38,3273.97,2644.4,151.39,605.83,3146.21,6413.97,13850.0,13850.0,37248.74,1249.85,0.0225,1,0
42,Female,WA,PhD,Salaried,Single,HeadOfHousehold,2,99258.67,8956.43,916.36,2006.33,601.42,4098.87,4762.85,20800.0,20800.0,85331.46,12480.42,0.1144,1,0
37,Male,OH,HighSchool,Salaried,Single,Single,1,32681.75,752.52,3053.41,103.87,175.67,837.09,5501.79,13850.0,13850.0,21137.69,1516.52,0.0416,1,1
50,Male,TX,Masters,SelfEmployed,Divorced,Single,3,112372.76,34798.86,2423.94,580.46,2959.77,2924.06,6758.22,13850.0,13850.0,131245.57,22498.94,0.1504,1,0
39,Female,FL,Bachelors,Contractor,Married,MarriedJoint,2,32313.0,32309.36,3086.28,3179.56,19.88,1983.31,5305.74,27700.0,27700.0,37008.64,2021.04,0.0298,1,1
48,Male,WA,Masters,SelfEmployed,Single,HeadOfHousehold,2,125052.94,12251.51,2313.73,1914.67,473.06,2979.63,6381.93,20800.0,20800.0,115818.18,19596.36,0.1404,1,1
46,Female,CA,Masters,SelfEmployed,Divorced,Single,2,295890.06,41388.2,10682.54,5119.08,10074.25,12195.67,6273.63,13850.0,23235.44,321725.36,82898.37,0.2382,1,1
60,Female,WA,Bachelors,Salaried,Single,Single,5,64078.82,7718.9,7379.71,595.25,854.07,2645.47,6771.1,13850.0,13850.0,57827.43,3429.53,0.0433,1,1
27,Female,GA,Bachelors,Salaried,Single,Single,1,56512.54,2439.3,188.25,602.08,133.4,2862.14,4681.31,13850.0,13850.0,43790.09,3634.81,0.0615,1,0
42,Female,MI,Masters,Salaried,Single,HeadOfHousehold,2,103201.0,239.12,5165.22,752.75,842.46,6517.24,6701.83,20800.0,20800.0,84805.34,12364.67,0.1138,1,1
46,Male,FL,Masters,Contractor,Married,MarriedJoint,4,73400.56,8600.94,4531.77,1000.54,461.81,6516.55,5581.31,27700.0,27700.0,52833.27,3130.82,0.0362,1,0
51,Male,NY,Bachelors,SelfEmployed,Married,MarriedJoint,3,74304.2,8766.32,3943.21,2437.04,386.64,2297.46,5736.34,27700.0,27700.0,54813.73,4366.52,0.0502,1,1
36,Male,AZ,Bachelors,Salaried,Married,MarriedJoint,2,40487.16,4405.84,2228.26,497.15,447.31,2476.83,5418.15,27700.0,27700.0,16421.25,0.0,0.0,1,1
55,Male,OH,Bachelors,Salaried,Married,MarriedJoint,3,48515.14,4182.18,5691.57,2875.8,1349.84,5046.03,6238.36,27700.0,27700.0,26188.89,0.0,0.0,1,1
18,Male,GA,HighSchool,Salaried,Married,MarriedJoint,4,18736.81,5203.11,1214.03,35.17,82.94,897.16,5237.85,27700.0,27700.0,0.0,0.0,0.0,1,0
43,Male,AZ,HighSchool,Salaried,Single,HeadOfHousehold,2,29514.31,14037.71,1338.43,378.51,163.35,2046.52,4546.86,20800.0,20800.0,21090.45,710.85,0.0158,1,1
61,Female,IL,Bachelors,Salaried,Married,MarriedJoint,6,70463.13,4029.35,8677.48,3513.47,388.07,3848.24,7479.64,27700.0,27700.0,46469.96,130.89,0.0016,1,0
41,Male,CA,Bachelors,Contractor,Married,MarriedJoint,2,95430.85,30038.24,2346.74,5356.1,608.58,7996.98,6382.04,27700.0,27700.0,97115.83,15107.8,0.1182,1,0
36,Female,NY,Bachelors,Salaried,Married,MarriedJoint,3,139771.91,817.63,7712.03,194.58,526.32,7012.87,6175.84,27700.0,27700.0,116101.56,18864.37,0.1272,1,1
54,Male,GA,Bachelors,Unemployed,Married,MarriedJoint,4,23909.86,2633.9,1111.9,343.18,624.42,1902.63,6455.85,27700.0,27700.0,0.0,0.0,0.0,1,1
39,Male,MI,Bachelors,Salaried,Single,HeadOfHousehold,3,32871.19,3183.38,1842.55,61.61,223.37,1864.83,6718.61,20800.0,20800.0,12597.12,0.0,0.0,1,0
23,Male,PA,HighSchool,Salaried,Married,MarriedJoint,2,29953.27,4197.77,2208.79,509.12,849.02,1581.85,5308.68,27700.0,27700.0,5659.84,0.0,0.0,1,1
49,Female,GA,HighSchool,Contractor,Single,Single,3,39507.45,37720.76,198.38,1231.66,305.58,2168.55,5159.47,13850.0,13850.0,59076.59,5904.35,0.0763,1,1
31,Female,GA,HighSchool,Salaried,Married,MarriedJoint,2,45408.56,5405.45,2377.29,583.89,308.31,2891.67,6224.55,27700.0,27700.0,22491.31,878.96,0.0165,1,0
49,Female,CA,Bachelors,Contractor,Married,MarriedJoint,4,75370.94,7630.03,544.1,1695.06,173.78,5174.31,5323.03,27700.0,27700.0,49845.07,2473.42,0.0296,1,1
52,Male,IL,Masters,SelfEmployed,Single,Single,4,164114.54,47054.42,5736.37,823.61,613.27,8306.91,4903.94,13850.0,13850.0,197055.34,38689.71,0.1784,1,1
57,Male,WA,Masters,Salaried,Single,HeadOfHousehold,4,59333.63,13753.52,4852.68,1384.06,467.66,2761.51,5820.61,20800.0,20800.0,51139.82,2758.26,0.0354,1,1
48,Female,CA,HighSchool,Unemployed,Married,MarriedJoint,3,27850.41,482.51,4191.53,67.0,23.83,1604.64,4403.5,27700.0,27700.0,324.44,0.0,0.0,1,1
50,Male,GA,Masters,Salaried,Married,MarriedJoint,4,89067.11,4985.39,11972.48,3910.0,400.45,5225.16,6757.3,27700.0,27700.0,72324.99,8019.0,0.0756,1,0
39,Male,OH,Bachelors,Salaried,Single,Single,1,71879.61,2680.19,3438.94,161.25,1034.57,7787.18,4898.73,13850.0,13850.0,62648.74,7690.22,0.0986,1,1
55,Male,NC,HighSchool,Contractor,Single,Single,3,58939.72,4810.69,2570.6,1785.81,332.17,3520.81,6226.79,13850.0,13850.0,47971.01,3461.12,0.0522,1,1
54,Male,WA,Bachelors,Salaried,Single,Single,3,60725.27,4182.67,802.92,324.88,243.32,3581.12,4608.59,13850.0,13850.0,47360.86,2726.89,0.0415,1,0
53,Male,WA,PhD,SelfEmployed,Married,MarriedJoint,3,118620.12,15665.14,7480.54,7771.02,1436.19,10347.4,5738.86,27700.0,27700.0,109565.81,17295.79,0.122,1,1
51,Male,WA,Bachelors,Salaried,Married,MarriedJoint,4,45102.12,8117.72,2003.95,2384.14,395.85,3337.54,5951.24,27700.0,27700.0,21523.79,0.0,0.0,1,1
